"","Player","School","G","BPM","rawVORP","normVORP","Salary"
"1694","Iran Bennett","Marshall",31,-5.5,-0.44,0.31,91099.62
"1695","DeAundra Murphy","Marshall",31,-26.4,-0.2,0.32,94470.33
"1696","Jannson Williams","Marshall",31,1.5,2.09,0.43,126432.83
"1697","Mikel Byers","Marshall",31,-2,0,0.33,97225.62
"1698","Jarrod West","Marshall",31,-0.1,1.4,0.39,116857.07
"1699","Taevion Kinsey","Marshall",31,1.5,2.08,0.42,126353.79
"1700","Jon Elmore","Marshall",31,1,2.68,0.45,134693.06
"1701","Luke Thomas","Marshall",31,-18.2,-0.18,0.32,94664.56
"1702","Darius George","Marshall",31,-1,0.35,0.34,102115.13
"1703","Rondale Watson","Marshall",31,-1.5,0.28,0.34,101098.84
"1704","C.J. Burks","Marshall",31,-0.1,1.63,0.4,119989.52
"1705","Ante Sustic","Marshall",31,-10.5,-0.49,0.3,90314.81
"1706","Christian Thieneman","Marshall",31,-6.8,-0.24,0.32,93810.87
"1707","Andrew Terrell","Maryland",31,-1.3,0.01,0.33,97312.57
"1708","Ivan Bender","Maryland",31,-4.3,-0.17,0.32,94784.25
"1709","Serrel Smith Jr","Maryland",31,1.5,1.1,0.38,112560.4
"1710","Darryl Morsell","Maryland",31,4.3,3.98,0.51,152999.93
"1711","Will Clark","Maryland",31,0.7,0.01,0.33,97347.58
"1712","Jalen Smith","Maryland",31,7.1,5.85,0.6,179124.38
"1713","Aaron Wiggins","Maryland",31,5.3,4.35,0.53,158143.52
"1714","Ricky Lindo","Maryland",31,4.7,2.15,0.43,127337.34
"1715","Reese Mona","Maryland",31,-0.9,0.03,0.33,97585.84
"1716","Bruno Fernando","Maryland",31,13.1,11.11,0.85,252732.42
"1717","Travis Valmon","Maryland",31,4.2,0.05,0.33,97855.73
"1718","Anthony Cowan","Maryland",31,5.9,6.82,0.65,192767.58
"1719","Joshua Tomaic","Maryland",31,-3.9,-0.1,0.32,95766.67
"1720","Eric Ayala","Maryland",31,4.7,4.77,0.55,163955.6
"1721","Trace Ramsey","Maryland",31,-12.2,-0.08,0.32,96073.82
"1722","Malik Hines","McNeese State",31,-2.6,-0.24,0.32,93865.07
"1723","James Harvey","McNeese State",31,-4.5,-1.95,0.23,69898.56
"1724","Roydell Brown","McNeese State",31,-3,-0.57,0.3,89287.22
"1725","Will Robinson","McNeese State",31,-7.5,-2.08,0.23,68159.57
"1726","Adrian Brown","McNeese State",31,-7.2,-0.64,0.3,88300.29
"1727","Kevin Hunt","McNeese State",31,-8.3,-3.68,0.15,45648.62
"1728","Trey Touchet","McNeese State",31,-5.3,-2.08,0.23,68085.04
"1729","Trey Johnson","McNeese State",31,-6.9,-1.03,0.28,82839.39
"1730","Shamarkus Kennedy","McNeese State",31,1.8,2.47,0.44,131854.21
"1731","Richard Laku","McNeese State",31,-10.2,-0.14,0.32,95281.11
"1732","Jarren Greenwood","McNeese State",31,-7.3,-3.36,0.17,50184.68
"1733","Myles Hutchinson","McNeese State",31,-11.5,-0.44,0.31,91110.91
"1734","Evin Olds","Memphis",31,1.5,0.04,0.33,97739.42
"1735","Antwann Jones","Memphis",31,3,1.97,0.42,124778.53
"1736","Victor Enoh","Memphis",31,-3.3,-0.07,0.32,96271.43
"1737","Alex Lomax","Memphis",31,0.5,1.23,0.38,114446.19
"1738","Isaiah Maurice","Memphis",31,-1.8,0.07,0.33,98160.61
"1739","David Wingett","Memphis",31,-5.5,-0.06,0.32,96356.13
"1740","Kareem Brewton Jr.","Memphis",31,4,3.34,0.48,143975.23
"1741","Jeremiah Martin","Memphis",31,9.3,9.61,0.78,231845.28
"1742","Tyler Harris","Memphis",31,0,1.29,0.39,115293.1
"1743","Raynere Thornton","Memphis",31,4.6,4.27,0.53,156997.36
"1744","Mike Parks Jr.","Memphis",31,1.2,1.19,0.38,113883.84
"1745","Kyvon Davenport","Memphis",31,3.8,3.76,0.5,149883.29
"1746","Fardaws Aimaq","Mercer",31,-3.9,-0.66,0.3,87978.46
"1747","Djordje Dimitrijevic","Mercer",31,-0.9,0.63,0.36,106019.97
"1748","Ethan Stair","Mercer",31,4.4,5.2,0.57,170001.43
"1749","Luke Hamilton","Mercer",31,-5.4,-0.63,0.3,88471.93
"1750","Marcus Cohen","Mercer",31,-5.8,-1.89,0.24,70749.99
"1751","Ross Cummings","Mercer",31,0.9,2.41,0.44,131020.84
"1752","D.J. Peavy","Mercer",31,-2.2,-0.02,0.33,96925.25
"1753","Cory Kilby","Mercer",31,-2.3,-0.15,0.32,95094.79
"1754","Jaylen Stowe","Mercer",31,0.5,1.74,0.41,121588.49
"1755","Victor Bafutto","Mercer",31,0,0.38,0.34,102600.7
"1756","Daniel Love","Mercer",31,-4.4,-0.42,0.31,91371.76
"1757","CJ Williamson","Mercer",31,3.8,0.56,0.35,105084.98
"1758","Anthony Lawrence Jr.","Miami (FL)",31,6.2,6.83,0.65,192877.12
"1759","Chris Lykes","Miami (FL)",31,1.5,2.96,0.47,138724.36
"1760","Deng Gak","Miami (FL)",31,2.3,0.41,0.35,102906.72
"1761","Anthony Mack","Miami (FL)",31,-1.1,0.3,0.34,101392.44
"1762","Ebuka Izundu","Miami (FL)",31,8.7,7.36,0.67,200290.43
"1763","Dominic Proctor","Miami (FL)",31,-2.6,0,0.33,97218.85
"1764","Zach Johnson","Miami (FL)",31,1.7,2.92,0.46,138129.27
"1765","Sam Waardenburg","Miami (FL)",31,1.9,2.42,0.44,131136.02
"1766","Dejan Vasiljevic","Miami (FL)",31,3.7,4.53,0.54,160625.54
"1767","Willie Herenton","Miami (FL)",31,1.9,0.08,0.33,98414.69
"1768","Michael Ritchie","Miami (OH)",32,-9.3,-0.1,0.32,95868.06
"1769","Mekhi Lairy","Miami (OH)",32,0.1,0.9,0.37,109814.56
"1770","Aleks Abrams","Miami (OH)",32,1.7,0.84,0.37,109044.44
"1771","Isaiah Coleman-Lands","Miami (OH)",32,3.6,0.43,0.35,103229.11
"1772","Elijah McNamara","Miami (OH)",32,-4.1,-0.45,0.31,90908.18
"1773","Milos Jovic","Miami (OH)",32,-2.9,-0.21,0.32,94242.48
"1774","Nike Sibande","Miami (OH)",32,1.1,2.33,0.44,129780.96
"1775","Bam Bowman","Miami (OH)",32,1.3,2.02,0.42,125491.66
"1776","Benjamin Litteken","Miami (OH)",32,-11.7,-0.14,0.32,95315.62
"1777","Abdoulaye Harouna","Miami (OH)",32,-2.6,-0.22,0.32,94147.31
"1778","Darrian Ringo","Miami (OH)",32,3.6,3.58,0.5,147336.34
"1779","Dalonte Brown","Miami (OH)",32,0.3,1.47,0.4,117831.97
"1780","Jalen Adaway","Miami (OH)",32,0.6,1.57,0.4,119211.42
"1781","Precious Ayah","Miami (OH)",32,0.5,0.49,0.35,104062.68
"1782","Jordan Poole","Michigan",31,8.5,8.79,0.74,220299.03
"1783","Charles Matthews","Michigan",31,6.1,5.86,0.6,179271.18
"1784","C.J. Baird","Michigan",31,-3.2,-0.02,0.33,97008.81
"1785","Luke Wilson","Michigan",31,-7.7,-0.06,0.32,96324.51
"1786","Rico Ozuna-Harrison","Michigan",31,-29,-0.07,0.32,96310.96
"1787","Colin Castleton","Michigan",31,0.1,0.08,0.33,98411.3
"1788","Jon Teske","Michigan",31,12.4,10.14,0.8,239181.81
"1789","Ignas Brazdeikis","Michigan",31,7.7,7.14,0.66,197230.25
"1790","Eli Brooks","Michigan",31,2.6,1.46,0.4,117639.62
"1791","Austin Davis","Michigan",31,4.3,0.42,0.35,103130.3
"1792","Brandon Johns Jr","Michigan",31,2.7,0.39,0.35,102692.16
"1793","David Dejulius","Michigan",31,-3.5,-0.1,0.32,95836.69
"1794","Isaiah Livers","Michigan",31,10.1,6.33,0.62,185901.94
"1795","Zavier Simpson","Michigan",31,8.8,9.12,0.76,224913.02
"1796","Adrien Nunez","Michigan",31,-11.2,-0.24,0.32,93901.21
"1797","Nick Ward","Michigan State",31,7,4.37,0.53,158406.62
"1798","Braden Burke","Michigan State",31,-7.4,-0.06,0.32,96432.91
"1799","Conner George","Michigan State",31,3.1,0.09,0.33,98435.01
"1800","Jack Hoiberg","Michigan State",31,-2.6,-0.01,0.33,97123.99
"1801","Matt McQuaid","Michigan State",31,8.1,6.93,0.65,194282.99
"1802","Kenny Goins","Michigan State",31,11.9,10.1,0.8,238647.69
"1803","Xavier Tillman","Michigan State",31,15.4,9.98,0.8,236925.63
"1804","Thomas Kithier","Michigan State",31,8.1,1.27,0.39,115017.57
"1805","Joshua Langford","Michigan State",31,5.3,2.19,0.43,127890.65
"1806","Marcus Bingham","Michigan State",31,8.8,0.7,0.36,106982.06
"1807","Aaron Henry","Michigan State",31,6.7,4.24,0.53,156563.74
"1808","Brock Washington","Michigan State",31,-25.7,-0.13,0.32,95352.25
"1809","Kyle Ahrens","Michigan State",31,6.9,3.81,0.51,150591.31
"1810","Gabe Brown","Michigan State",31,4.6,1.02,0.37,111460.54
"1811","Cassius Winston","Michigan State",31,10.5,10.38,0.82,242612.37
"1812","Foster Loyer","Michigan State",31,-1.7,0.04,0.33,97787.97
"1813","Vance Johnson","Milwaukee",31,-3,-0.53,0.3,89863.13
"1814","Jamar Madge","Milwaukee",31,-8.2,-0.91,0.28,84413.52
"1815","Elijah Goodman","Milwaukee",31,-7,-0.01,0.33,97056.24
"1816","Tyler Behrendt","Milwaukee",31,-4.3,-0.08,0.32,96108.83
"1817","Amir Allen","Milwaukee",31,1.6,1.5,0.4,118161.31
"1818","DeAndre Abram","Milwaukee",31,-2.7,-0.57,0.3,89297.39
"1819","Darius Roy","Milwaukee",31,-0.3,1.39,0.39,116710.27
"1820","Will Sessoms","Milwaukee",31,-7.5,-1.77,0.24,72444.95
"1821","Bobby Arthur-Williams","Milwaukee",31,-4.8,-1.16,0.27,81005.54
"1822","Shae Mitchell","Milwaukee",31,-7.1,0,0.33,97225.62
"1823","Jake Wright","Milwaukee",31,-1.6,0.3,0.34,101489.55
"1824","Bryce Barnes","Milwaukee",31,-6.1,-2.18,0.22,66715.3
"1825","Carson Warren-Newsome","Milwaukee",31,-2,0,0.33,97225.62
"1826","Dupree McBrayer","Minnesota",31,3.3,4,0.52,153303.69
"1827","Michael Hurt","Minnesota",31,1.2,0.47,0.35,103766.05
"1828","Jarvis Omersa","Minnesota",31,-3.5,-0.19,0.32,94498.56
"1829","Daniel Oturu","Minnesota",31,4.4,3.62,0.5,147886.83
"1830","Conroy Hunt","Minnesota",31,-0.5,0,0.33,97242.56
"1831","Eric Curry","Minnesota",31,3.2,1.17,0.38,113667.03
"1832","Brady Rudrud","Minnesota",31,-34.3,-0.08,0.32,96131.41
"1833","Brock Stull","Minnesota",31,1.5,0.79,0.36,108252.43
"1834","Isaiah Washington","Minnesota",31,-1,0.34,0.34,101923.17
"1835","Gabe Kalscheur","Minnesota",31,6,6.05,0.61,181871.76
"1836","Jordan Murphy","Minnesota",31,9.2,8.77,0.74,220030.28
"1837","Amir Coffey","Minnesota",31,4.9,5.96,0.61,180673.66
"1838","Matz Stockman","Minnesota",31,5.5,1.55,0.4,118991.29
"1839","Torrence Watson","Missouri",30,0.7,1.49,0.4,118082.04
"1840","Mark Smith","Missouri",30,6.8,3.95,0.51,152572.03
"1841","Ronnie Suggs","Missouri",30,-2.1,-0.02,0.33,96945.58
"1842","Mitchell Smith","Missouri",30,1.8,1.01,0.37,111414.62
"1843","K.J. Santos","Missouri",30,-3.7,-0.35,0.31,92385.5
"1844","Reed Nikko","Missouri",30,3.8,1.61,0.4,119830
"1845","Xavier Pinson","Missouri",30,3.3,2.31,0.44,129569.76
"1846","Kevin Puryear","Missouri",30,2.5,2.62,0.45,133981.65
"1847","Javon Pickett","Missouri",30,2,2.54,0.45,132744.78
"1848","Jeremiah Tilmon","Missouri",30,3.6,3.29,0.48,143227.83
"1849","Evan Yerkes","Missouri",30,-24.9,-0.04,0.33,96691.2
"1850","Jordan Geist","Missouri",30,7,7.54,0.68,202872.95
"1851","Adam Wolf","Missouri",30,-11,-0.03,0.33,96805.55
"1852","Brooks Ford","Missouri",30,-0.7,0,0.33,97286.3
"1853","Christian Guess","Missouri",30,-0.6,0.01,0.33,97339.98
"1854","Jared Ridder","Missouri State",32,-0.4,0.54,0.35,104804.37
"1855","Darian Scott","Missouri State",32,-4.3,-0.27,0.31,93451.57
"1856","Tulio Da Silva","Missouri State",32,1.3,2.24,0.43,128560.14
"1857","Josh Webster","Missouri State",32,1.1,2.48,0.44,132019.14
"1858","Keandre Cook","Missouri State",32,-2.3,-0.22,0.32,94170.28
"1859","Jarred Dixon","Missouri State",32,0.1,1.63,0.4,120106.25
"1860","Ryan Kreklow","Missouri State",32,0.8,1.92,0.42,124180.04
"1861","Obediah Church","Missouri State",32,4,1.37,0.39,116391.27
"1862","Ross Owens","Missouri State",32,7.2,0.46,0.35,103666.68
"1863","Kabir Mohammed","Missouri State",32,-2.6,-0.22,0.32,94180.12
"1864","Szymon Wojcik","Missouri State",32,-4.1,-0.34,0.31,92424.37
"1865","Jan Wojcik","Missouri State",32,0.9,0.25,0.34,100778.71
"1866","Marcus McClary","Monmouth",35,-3.4,-0.65,0.3,88054.12
"1867","Nick Rutherford","Monmouth",35,-0.2,1.11,0.38,112798.18
"1868","Sam Ibiezugbe","Monmouth",35,-7.3,-0.64,0.3,88320.16
"1869","Trevon Gross Jr.","Monmouth",35,-7.2,-0.26,0.31,93533.02
"1870","Mike James Jr.","Monmouth",35,-14.3,-0.1,0.32,95872.4
"1871","Melik Martin","Monmouth",35,-3.5,-0.53,0.3,89844.41
"1872","Louie Pillari","Monmouth",35,-6.9,-1.76,0.24,72623.59
"1873","Mustapha Traore","Monmouth",35,-1.9,0.06,0.33,98050.76
"1874","Ray Salnave","Monmouth",35,-0.5,0.96,0.37,110682.83
"1875","Nikkei Rutty","Monmouth",35,-7.3,-1.04,0.28,82595.22
"1876","Diago Quinn","Monmouth",35,-4.6,-1.43,0.26,77228.34
"1877","Dave Calloway Jr.","Monmouth",35,-5.9,-0.05,0.32,96562.51
"1878","Deion Hammond","Monmouth",35,-4.2,-1.41,0.26,77532.39
"1879","George Papas","Monmouth",35,-1.3,0.13,0.33,98996.91
"1880","Samuel Chaput","Monmouth",35,-7.8,-1.65,0.25,74079.83
"1881","Kendal Manuel","Montana",31,-0.4,0.77,0.36,108048.04
"1882","Michael Oguine","Montana",31,3.1,3.69,0.5,148826.34
"1883","Mack Anderson","Montana",31,-6.4,-0.71,0.29,87338.19
"1884","Ahmaad Rorie","Montana",31,1.2,2.76,0.46,135890.03
"1885","Sayeed Pridgett","Montana",31,2.4,3.24,0.48,142638.23
"1886","Freddy Brown III","Montana",31,-8.4,-0.14,0.32,95202.07
"1887","Jamar Akoh","Montana",31,4.1,2.11,0.43,126707.23
"1888","Peter Jones","Montana",31,-10.5,-0.07,0.32,96265.79
"1889","Kelby Kramer","Montana",31,-0.4,0.16,0.33,99429.86
"1890","Timmy Falls","Montana",31,-3.5,-0.68,0.29,87638.57
"1891","Ben Carter","Montana",31,-14.3,-0.43,0.31,91253.19
"1892","Donaven Dorsey","Montana",31,-1.4,0.21,0.34,100213.53
"1893","Bobby Moorehead","Montana",31,0,1.47,0.4,117754.8
"1894","Quentin Guliford","Montana State",30,-4.5,-0.28,0.31,93345.82
"1895","Ladan Ricketts","Montana State",30,-1.8,0.12,0.33,98887.23
"1896","Maximilian Schuecker","Montana State",30,-20.2,-0.55,0.3,89580.37
"1897","Keljin Blevins","Montana State",30,-6.7,-3.2,0.18,52474.28
"1898","Harald Frey","Montana State",30,3.1,4.18,0.52,155783.23
"1899","Russell Daniels","Montana State",30,-8.5,-2.07,0.23,68176.69
"1900","Tyler Hall","Montana State",30,1,2.5,0.44,132196.36
"1901","Usman Haruna","Montana State",30,-7.9,-0.45,0.31,90891.92
"1902","Devin Kirby","Montana State",30,-2.7,-0.41,0.31,91450.84
"1903","Sam Neumann","Montana State",30,-0.3,0.82,0.37,108730.84
"1904","Zeke Quinlan","Montana State",30,-11.1,-1.26,0.27,79599.07
"1905","Lassi Nikkarinen","Montana State",30,-5.6,-1.17,0.27,80800.93
"1906","Djimon Henson","Morehead State",33,-6.5,-2.12,0.23,67534.39
"1907","De'Von Cooper","Morehead State",33,-2.8,-0.57,0.3,89180.67
"1908","Lamontray Harris","Morehead State",33,0.6,1.58,0.4,119400.17
"1909","Ja'Cori Wilson","Morehead State",33,-3.6,-0.27,0.31,93474.7
"1910","James Baker","Morehead State",33,-1.4,0.38,0.34,102559.22
"1911","A.J. Hicks","Morehead State",33,-2.2,-0.16,0.32,94927.97
"1912","Sasha Sukhanov","Morehead State",33,-0.4,0.08,0.33,98294.89
"1913","Malik Riddle","Morehead State",33,-5.8,-0.71,0.29,87269.14
"1914","Malek Green","Morehead State",33,-3.4,-0.74,0.29,86800.28
"1915","Richard Feagin","Morehead State",33,-7.1,-0.22,0.32,94087.84
"1916","Jordan Walker","Morehead State",33,-0.5,1.24,0.39,114553.46
"1917","Antonio Gillespie","Morgan State",30,-7.1,-1.36,0.26,78122.99
"1918","Isaiah Burke","Morgan State",30,-4.9,-0.82,0.29,85686.56
"1919","Jordan Little","Morgan State",30,-9.3,-2.08,0.23,68093.85
"1920","Lapri McCray-Pace","Morgan State",30,-4.3,-0.48,0.3,90462.51
"1921","Malik Miller","Morgan State",30,-1.6,0.14,0.33,99246.62
"1922","David Syfax","Morgan State",30,-5.1,-1.63,0.25,74436.89
"1923","Victor Curry","Morgan State",30,-5.9,-0.87,0.29,85075.13
"1924","Martez Cameron","Morgan State",30,-5.6,-2.84,0.19,57445.1
"1925","Ranell Bell","Morgan State",30,-4.6,-0.06,0.32,96315.47
"1926","Stanley Davis","Morgan State",30,-2.1,-0.06,0.32,96366.82
"1927","Kyson Rawls","Morgan State",30,-3.4,-0.72,0.29,87146.3
"1928","Taron Oliver Jr.","Morgan State",30,-13,-0.23,0.32,94016.76
"1929","Tyler Streeter","Morgan State",30,-3.7,-0.37,0.31,92068.11
"1930","Sheryn Devonish-Prince Jr.","Morgan State",30,-7,-3.49,0.16,48392.61
"1931","Tevin Brown","Murray State",31,3.5,4.49,0.54,160139.97
"1932","Ja Morant","Murray State",31,9.7,10.66,0.83,246519.46
"1933","K.J. Williams","Murray State",31,3.2,2.24,0.43,128581.73
"1934","Brion Whitley","Murray State",31,-1.5,0.1,0.33,98671.02
"1935","Jaiveon Eaves","Murray State",31,-3.1,-0.25,0.31,93673.1
"1936","Anthony Smith","Murray State",31,3.4,0.4,0.35,102774.6
"1937","Brion Sanchious","Murray State",31,0.9,1.38,0.39,116546.53
"1938","Jalen Johnson","Murray State",31,-8.9,-0.29,0.31,93096.07
"1939","Leroy Buchanan","Murray State",31,2.9,4.05,0.52,153940.57
"1940","Darnell Cowart","Murray State",31,1.6,1.73,0.41,121413.46
"1941","Mike Davis","Murray State",31,-0.5,0.48,0.35,103899.3
"1942","Devin Gilmore","Murray State",31,4.8,1.2,0.38,113965.14
"1943","DaQuan Smith","Murray State",31,-25.7,-0.29,0.31,93211.25
"1944","Dom Antonelli","Navy",31,-9.5,-0.27,0.31,93499.21
"1945","Richard Njoku","Navy",31,-6,-0.46,0.31,90766.5
"1946","Jaylon Terrell","Navy",31,-7.1,0,0.33,97225.62
"1947","Ryan Pearson","Navy",31,-7.3,-0.63,0.3,88427.89
"1948","Hasan Abdullah","Navy",31,-1.2,0.59,0.35,105518.6
"1949","Isaiah Burnett","Navy",31,-5.7,-0.72,0.29,87114.61
"1950","Josiah Strong","Navy",31,-5.3,-0.86,0.29,85152.03
"1951","Cam Davis","Navy",31,-4,-1.5,0.26,76244.76
"1952","John Carter Jr.","Navy",31,-2.7,-0.44,0.31,91107.52
"1953","Greg Summers","Navy",31,-7,-1.52,0.26,75883.41
"1954","Alex Loehr","Navy",31,-16.8,-0.12,0.32,95554.38
"1955","Evan Wieck","Navy",31,2.1,2.39,0.44,130652.72
"1956","Danny Ogele","Navy",31,-9.4,-1.68,0.25,73661.11
"1957","Connor Mannion","Navy",31,-15.4,-0.35,0.31,92383.54
"1958","Luke Loehr","Navy",31,-3.6,-0.58,0.3,89041.05
"1959","George Kiernan","Navy",31,-1.5,0.32,0.34,101748.14
"1960","Justin Costello","Nebraska",31,0.2,0.05,0.33,97921.22
"1961","Johnny Trueblood","Nebraska",31,2.6,0.23,0.34,100498.1
"1962","Thomas Allen","Nebraska",31,5.2,5.09,0.57,168447.63
"1963","Isaac Copeland","Nebraska",31,7.2,4.56,0.54,161012.86
"1964","Isaiah Roby","Nebraska",31,8.2,7.58,0.68,203306.57
"1965","Amir Harris","Nebraska",31,3.7,1.23,0.38,114475.55
"1966","Nana Akenten","Nebraska",31,0.4,0.7,0.36,106982.06
"1967","Brady Heiman","Nebraska",31,3.4,1.05,0.38,111982.24
"1968","James Palmer","Nebraska",31,5.4,6.36,0.63,186302.81
"1969","Thorir Thorbjarnarson","Nebraska",31,0.6,0.38,0.34,102539.72
"1970","Glynn Watson Jr.","Nebraska",31,5.4,6.21,0.62,184213.76
"1971","Tanner Borchardt","Nebraska",31,5,3.19,0.48,141886.17
"1972","Nisre Zouzoua","Nevada",31,-6.4,-0.45,0.31,90965.24
"1973","Zach Wurm","Nevada",31,-0.5,0,0.33,97276.44
"1974","Trey Porter","Nevada",31,3.8,2.49,0.44,132134.25
"1975","Cody Martin","Nevada",31,7.9,8.39,0.72,214719.57
"1976","Jordan Caroline","Nevada",31,3.2,4.6,0.54,161581.98
"1977","Caleb Martin","Nevada",31,9.3,9.65,0.78,232355.69
"1978","Jazz Johnson","Nevada",31,5.7,5.2,0.57,170089.51
"1979","Jordan Brown","Nevada",31,2.4,1.14,0.38,113174.69
"1980","David Cunningham","Nevada",31,-14.8,-0.17,0.32,94912.99
"1981","Tre'Shawn Thurman","Nevada",31,9.1,7.1,0.66,196622.73
"1982","Corey Henson","Nevada",31,3.1,1.5,0.4,118188.42
"1983","Josh Hopkins","New Hampshire",29,-6.3,-2.45,0.21,62864.47
"1984","Jordan Reed","New Hampshire",29,-4.3,-1.81,0.24,71877.85
"1985","David Hall","New Hampshire",29,-8.8,-1.19,0.27,80562.89
"1986","Mark Carbone","New Hampshire",29,-6.4,-1.6,0.25,74759.18
"1987","David Watkins","New Hampshire",29,-11.2,-4.5,0.11,34147.69
"1988","Jayden Martinez","New Hampshire",29,-3.9,-0.64,0.3,88212.25
"1989","Chris Lester","New Hampshire",29,-3.8,-0.8,0.29,85970.67
"1990","Elijah Jordan","New Hampshire",29,-7.8,-2.82,0.19,57669.14
"1991","Marque Maultsby","New Hampshire",29,-8.8,-3.33,0.17,50602.8
"1992","Nate Hobbs","New Hampshire",29,-8.5,-0.06,0.32,96362.55
"1993","Kijana Love","New Hampshire",29,-11.7,-0.94,0.28,83994.66
"1994","Luke Rosinski","New Hampshire",29,-8.9,-1.08,0.28,82150.22
"1995","Nick Guadarrama","New Hampshire",29,-1.9,0.06,0.33,97995.75
"1996","John Ogwuche","New Hampshire",29,-15.5,-0.51,0.3,90055.48
"1997","Corey Manigault","New Mexico",30,-1.8,0.08,0.33,98357.48
"1998","Tavian Percy","New Mexico",30,-1.4,0.08,0.33,98387.81
"1999","Vladimir Pinchuk","New Mexico",30,0.3,0.77,0.36,108014.39
"2000","Keith McGee","New Mexico",30,-1.7,0.14,0.33,99192.95
"2001","Anthony Mathis","New Mexico",30,3.2,3.94,0.51,152441.35
"2002","Carlton Bragg Jr.","New Mexico",30,0.6,1.18,0.38,113699.32
"2003","Karim Ezzeddine","New Mexico",30,0.2,0.53,0.35,104695.85
"2004","Vance Jackson","New Mexico",30,1.6,2.45,0.44,131587.26
"2005","Clay Patterson","New Mexico",30,-8.1,-0.07,0.32,96300.3
"2006","Drue Drinnon","New Mexico",30,-3.8,-0.51,0.3,90042.44
"2007","Dane Kuiper","New Mexico",30,-0.9,0.56,0.35,105068.08
"2008","Jordan Arroyo","New Mexico",30,-1.9,0.01,0.33,97307.3
"2009","Makuach Maluach","New Mexico",30,-0.2,1.18,0.38,113776.34
"2010","Jahmel Myers","New Orleans",29,-2.8,-0.33,0.31,92542.1
"2011","Tyren Harrison","New Orleans",29,-1.7,0.03,0.33,97645.69
"2012","Damion Rosser","New Orleans",29,-1.1,0.61,0.36,105829.79
"2013","Ezekiel Charles","New Orleans",29,0.5,1.53,0.4,118681.73
"2014","Amari Haynes","New Orleans",29,-7.4,-1.19,0.27,80538.75
"2015","Troy Green","New Orleans",29,-4.5,-1.37,0.26,78063
"2016","Charles Bohannon","New Orleans",29,-15.8,-0.37,0.31,92061.67
"2017","Scott Plaisance","New Orleans",29,-1.2,0.4,0.35,102797.57
"2018","Bol Riek","New Orleans",29,-18.4,-0.72,0.29,87129.48
"2019","Lamont Berzat","New Orleans",29,-4.9,-0.6,0.3,88894.26
"2020","Jorge Rosa","New Orleans",29,-6.1,-1.02,0.28,82873.27
"2021","Bryson Robinson","New Orleans",29,-1.5,0.32,0.34,101661.7
"2022","Gerrale Gates","New Orleans",29,-2.7,-0.46,0.31,90770.08
"2023","Larry Robinson III","New Orleans",29,-4.9,-0.55,0.3,89559.37
"2024","Greg King","Niagara",32,-7,-1.91,0.24,70533.75
"2025","Dominic Robb","Niagara",32,0.6,1.59,0.4,119438.95
"2026","Chris Barton","Niagara",32,-6.2,-2.53,0.21,61756.06
"2027","Greg Kuakumensah","Niagara",32,-6,-0.81,0.29,85892.51
"2028","Marvin Prochet","Niagara",32,0.8,2.04,0.42,125803.43
"2029","Raheem Solomon","Niagara",32,-4.6,-1.21,0.27,80330.98
"2030","Dominik Fragala","Niagara",32,-4.6,-0.38,0.31,91850.05
"2031","Marcus Hammond","Niagara",32,-1.3,0.34,0.34,101988.59
"2032","Kierell Green","Niagara",32,-6.7,-0.42,0.31,91364.35
"2033","Keleaf Tate","Niagara",32,-7.4,-3.16,0.18,52980.55
"2034","James Towns","Niagara",32,-4.9,-2.09,0.23,67912.69
"2035","Abdul Alatishe","Nicholls State",31,-8.6,-0.54,0.3,89623.73
"2036","Trent Schiller","Nicholls State",31,-22.4,-0.13,0.32,95382.74
"2037","Jeremiah Jefferson","Nicholls State",31,-3.1,-0.95,0.28,83959.58
"2038","Ryghe Lyons","Nicholls State",31,-3,-0.31,0.31,92821.67
"2039","Danny Garrick","Nicholls State",31,-4.7,-1.49,0.26,76310.26
"2040","Gavin Peppers","Nicholls State",31,-4,-1.25,0.27,79745.34
"2041","Daniel Regis","Nicholls State",31,-0.9,0.49,0.35,104131.92
"2042","Kevin Johnson","Nicholls State",31,-2.8,-0.7,0.29,87378.85
"2043","Jeremiah Buford","Nicholls State",31,-5.5,-1.02,0.28,82918.44
"2044","Thomas Clement","Nicholls State",31,0,0.06,0.33,98061.24
"2045","Brandon Moore Jr","Nicholls State",31,-3.4,-0.6,0.3,88799.4
"2046","Elvis Harvey","Nicholls State",31,-6.1,-2.13,0.23,67409.77
"2047","Mohamed Bendary","NJIT",33,0.3,0.74,0.36,107545.95
"2048","Souleymane Diakite","NJIT",33,2.6,0.33,0.34,101812.44
"2049","Patrick Jamison","NJIT",33,-7.2,-0.02,0.33,97004.98
"2050","Kjell de Graaf","NJIT",33,-2.4,-0.06,0.32,96389.73
"2051","Donovan Greer","NJIT",33,-1.7,0.07,0.33,98142.14
"2052","Diandre Wilson","NJIT",33,-0.7,0.95,0.37,110477.95
"2053","Abdul Lewis","NJIT",33,-3.1,-0.8,0.29,86035.45
"2054","Taj Price","NJIT",33,-17,-0.14,0.32,95316.22
"2055","San Antonio Brinson","NJIT",33,-4,-0.97,0.28,83583.99
"2056","Diego Willis","NJIT",33,-4.4,-0.47,0.3,90580.9
"2057","Reilly Walsh","NJIT",33,1.5,0.16,0.33,99527.52
"2058","Shyquan Gibbs","NJIT",33,-1.1,0.69,0.36,106868.11
