"","Player","School","G","BPM","rawVORP","normVORP","Salary"
"378","Jordan Tucker","Butler",31,-0.2,0.71,0.36,107104.02
"379","Paul Jorgensen","Butler",31,3.6,3.69,0.5,148889.58
"380","Henry Baddley","Butler",31,4.4,2.84,0.46,136974.08
"381","Nate Fowler","Butler",31,4.6,3.03,0.47,139632.26
"382","Kamar Baldwin","Butler",31,5.5,6.48,0.63,187930.02
"383","Bryce Golden","Butler",31,-5.4,-0.21,0.32,94346.12
"384","Sean McDermott","Butler",31,4.6,4.63,0.54,162065.29
"385","Aaron Thompson","Butler",31,2,2.64,0.45,134128.45
"386","Campbell Donovan","Butler",31,3.8,0.09,0.33,98470.02
"387","Jerald Gillens-Butler","Butler",31,-5.2,-0.18,0.32,94768.45
"388","Joey Brunk","Butler",31,4.6,3.13,0.47,141122.82
"389","Marcellus Garrick","Cal Poly",29,-5.2,-2.2,0.22,66401.26
"390","Tuukka Jaakkola","Cal Poly",29,-3.4,-0.44,0.31,91108.07
"391","Colin McCarthy","Cal Poly",29,-8.7,0,0.33,97225.62
"392","Donovan Fields","Cal Poly",29,-2.6,-0.51,0.3,90142.39
"393","Daxton Carr","Cal Poly",29,-4.3,-0.88,0.29,84898.77
"394","Hank Hollingsworth","Cal Poly",29,-5.2,-1.68,0.25,73701.76
"395","Job Alexander","Cal Poly",29,-7.9,-2.71,0.2,59266.12
"396","Mark Crowe","Cal Poly",29,-0.2,1.47,0.4,117758.3
"397","Jared Rice","Cal Poly",29,-12.6,-1.61,0.25,74706.07
"398","Junior Ballard","Cal Poly",29,-9.8,-1.49,0.26,76323.57
"399","Karlis Garoza","Cal Poly",29,-7.4,-1.57,0.25,75258.92
"400","Jakub Niziol","Cal Poly",29,-5,-1.35,0.26,78322.52
"401","Rickey Clemons","Campbell",32,-8.2,-0.11,0.32,95733.5
"402","Isaac Chatman","Campbell",32,-2.7,-0.46,0.3,90732.06
"403","Trey Spencer","Campbell",32,-6.4,-1.94,0.24,70078.67
"404","Ja'cor Nelson","Campbell",32,-3.1,-0.65,0.3,88104.44
"405","Austin Burnette","Campbell",32,-13.9,-0.1,0.32,95793.67
"406","Dan Gross","Campbell",32,-14.4,-0.08,0.32,96140.44
"407","Brooks Cluxton","Campbell",32,-1.8,0.03,0.33,97674.13
"408","Billy Phenicie","Campbell",32,5.9,0.02,0.33,97484.88
"409","Cory Gensler","Campbell",32,-0.9,0.84,0.37,108994.12
"410","Jon Ander Cuadra","Campbell",32,-10.8,-0.28,0.31,93278.73
"411","Noah Saunders","Campbell",32,-8.8,-0.61,0.3,88745.48
"412","Milos Stajcic","Campbell",32,-12,-0.47,0.3,90662.05
"413","Jordan Whitfield","Campbell",32,-4.6,-1.25,0.27,79790.58
"414","Andrew Eudy","Campbell",32,3.2,4.19,0.52,155930.25
"415","Chris Clemons","Campbell",32,5.2,6.58,0.64,189378.24
"416","Ivan Hadzic","Canisius",32,-13.9,-0.07,0.32,96314.38
"417","Sam Rautins","Canisius",32,-11,-0.09,0.32,95945.73
"418","Marcale Lotts","Canisius",32,-8,-0.6,0.3,88824.25
"419","Malik Johnson","Canisius",32,-2.1,-0.09,0.32,95982.92
"420","Jonathan Sanks","Canisius",32,-4.6,-1.44,0.26,77117.01
"421","Jibreel Faulkner","Canisius",32,-1.6,0.19,0.34,99925.44
"422","Gianni Ford","Canisius",32,-8.3,0,0.33,97225.62
"423","Shaquille Evans","Canisius",32,-8.3,0,0.33,97225.62
"424","Dantai St. Louis","Canisius",32,-8.3,-1.53,0.26,75861.18
"425","Jalanni White","Canisius",32,-3.3,-0.6,0.3,88778.3
"426","Scott Hitchon","Canisius",32,-3.1,-0.62,0.3,88489.5
"427","Jordan Henderson","Canisius",32,-2.8,-0.28,0.31,93234.97
"428","Kenjuan Johnson-Alls","Canisius",32,-11.9,-0.73,0.29,86937.22
"429","Isaiah Reese","Canisius",32,-0.6,0.7,0.36,107042.55
"430","Takal Molson","Canisius",32,-0.8,0.98,0.37,110943.5
"431","Milos Supica","Charlotte",29,-3.7,-0.95,0.28,83866.71
"432","Cooper Robb","Charlotte",29,-2,0,0.33,97225.62
"433","Jon Davis","Charlotte",29,2.9,4.55,0.54,160868.47
"434","Jailan Haslem","Charlotte",29,-3.1,-0.34,0.31,92445.53
"435","Jaylan McGill","Charlotte",29,-4.5,-1.57,0.25,75226.33
"436","Bo Blight","Charlotte",29,-6,-0.79,0.29,86120.35
"437","Brandon Younger","Charlotte",29,-5.1,-1.57,0.25,75222.7
"438","Malik Martin","Charlotte",29,-1.6,0.27,0.34,101044.87
"439","John Kitoko","Charlotte",29,-11,-1.32,0.26,78757.08
"440","Dravon Mangum","Charlotte",29,-5.3,-1.59,0.25,74918.52
"441","Kevin Easley","Chattanooga",32,-2.4,-0.25,0.31,93663.79
"442","Duane Moss","Chattanooga",32,-11.9,-0.05,0.32,96467.53
"443","Keigen Kerby","Chattanooga",32,-2.4,-0.1,0.32,95816.64
"444","Maurice Commander","Chattanooga",32,-5.4,-1.08,0.28,82162.21
"445","Jerry Johnson Jr.","Chattanooga",32,-1.8,0.13,0.33,99037.17
"446","Justin Brown","Chattanooga",32,-1.2,0.17,0.33,99597.26
"447","Thomas Smallwood","Chattanooga",32,-1.2,0.31,0.34,101505.07
"448","A.J. Caldwell","Chattanooga",32,-3.9,-0.47,0.3,90657.67
"449","Jonathan Scott","Chattanooga",32,-1.2,0.56,0.35,105040.65
"450","Ramon Vila","Chattanooga",32,0.1,0.87,0.37,109424.03
"451","Rod Johnson","Chattanooga",32,-6.2,0,0.33,97225.62
"452","Donovann Toatley","Chattanooga",32,-6.1,-2.23,0.22,65964.4
"453","David Jean-Baptiste","Chattanooga",32,-1,0.67,0.36,106545.9
"454","Ken Odiase","Chicago State",31,-11.7,-1.52,0.26,75976.01
"455","Eugene Witherspoon","Chicago State",31,-12.4,-2.09,0.23,67983.41
"456","Miles Oliver","Chicago State",31,-22.4,-0.25,0.32,93770.22
"457","Patrick Szpir","Chicago State",31,-8.1,-2.78,0.2,58307.14
"458","Anthony Harris","Chicago State",31,-4,-1.55,0.25,75544.65
"459","Noah Bigirumwami","Chicago State",31,-10.5,-1.35,0.26,78316.88
"460","Jordan Reed","Chicago State",31,-7,-0.51,0.3,90111.55
"461","Delshon Strickland","Chicago State",31,-8.5,-3.07,0.18,54287.13
"462","Travon Bell","Chicago State",31,-4,-1.25,0.27,79767.92
"463","Michael Johnson","Chicago State",31,-10.2,-0.98,0.28,83521.44
"464","Christian Jacob","Chicago State",31,-6.5,-1.85,0.24,71310.08
"465","Rob Shaw","Chicago State",31,-10.4,-6.94,0,0
"466","Cameron Bowles","Chicago State",31,-9.2,-4.93,0.09,28198.82
"467","Eliel Nsoseme","Cincinnati",31,2.4,1.22,0.38,114367.14
"468","John Koz","Cincinnati",31,-13.8,-0.09,0.32,96026.39
"469","Rashawn Fredericks","Cincinnati",31,1.6,0.98,0.37,110965.94
"470","Nysier Brooks","Cincinnati",31,6.9,4.97,0.56,166771.87
"471","Sam Martin","Cincinnati",31,-6.2,-0.04,0.32,96656.5
"472","Trevor Moore","Cincinnati",31,3.1,1.52,0.4,118476.37
"473","Keith Williams","Cincinnati",31,5.8,5.06,0.56,168041.11
"474","Justin Jenifer","Cincinnati",31,4.7,4.06,0.52,154120.12
"475","Jarron Cumberland","Cincinnati",31,8.2,8.17,0.71,211599.54
"476","Mamoudou Diarra","Cincinnati",31,5.5,0.73,0.36,107473.27
"477","Cane Broome","Cincinnati",31,1.9,2.08,0.42,126379.76
"478","Logan Johnson","Cincinnati",31,5.6,1.38,0.39,116535.24
"479","Tre Scott","Cincinnati",31,5.9,5.91,0.6,179921.6
"480","Jerry Higgins III","Citadel",30,-6.2,-0.5,0.3,90168.47
"481","Kaelon Harris","Citadel",30,-6.4,-0.93,0.28,84184.82
"482","Alex Reed","Citadel",30,-2.5,-0.23,0.32,94051.77
"483","Quayson Williams","Citadel",30,-3,-0.22,0.32,94215.13
"484","Matt Frierson","Citadel",30,-2.4,-0.29,0.31,93118.28
"485","Hayden Brown","Citadel",30,-1,0.36,0.34,102324.79
"486","Connor Kern","Citadel",30,-3.7,-1,0.28,83240.83
"487","Zane Najdawi","Citadel",30,0.9,2.15,0.43,127376.07
"488","Kaiden Rice","Citadel",30,-4,-0.98,0.28,83456.7
"489","Dimitri Georgiadis","Citadel",30,-0.5,0.03,0.33,97698.2
"490","Lew Stallworth","Citadel",30,-0.2,1.45,0.4,117556.96
"491","Tyler Burgess","Citadel",30,-10.5,-0.89,0.28,84728.57
"492","Robert Guyton","Citadel",30,1.9,0.06,0.33,98090.26
"493","Derek Webster Jr.","Citadel",30,-1.6,0.07,0.33,98191.78
"494","Javan White","Clemson",31,2.9,1,0.37,111279.86
"495","Clyde Trapp","Clemson",31,3.5,3.16,0.48,141507.89
"496","Marcquise Reed","Clemson",31,8.5,8.32,0.72,213659.23
"497","Tyson Hunter","Clemson",31,0.2,0.43,0.35,103262.42
"498","Trey Jemison","Clemson",31,2.9,0.27,0.34,100988.18
"499","Lyles Davis","Clemson",31,10.4,0.06,0.33,98065.76
"500","Aamir Simms","Clemson",31,5.3,4.94,0.56,166386.8
"501","John Newman III","Clemson",31,0.5,0.71,0.36,107162.74
"502","David Skara","Clemson",31,5.6,5.67,0.59,176609.61
"503","Elijah Thomas","Clemson",31,11.1,8.44,0.72,215419.68
"504","Parker Fox","Clemson",31,-4.9,-0.01,0.33,97061.89
"505","Shelton Mitchell","Clemson",31,2.6,3.77,0.5,149948.79
"506","Al Eichelberger","Cleveland State",31,-5.7,-1.23,0.27,79970.05
"507","Dontel Highsmith","Cleveland State",31,-3.1,-0.44,0.31,91089.46
"508","Dibaji Walker","Cleveland State",31,-3.2,-0.32,0.31,92686.17
"509","Kasheem Thomas","Cleveland State",31,-4,-1.05,0.28,82568.38
"510","Gregory Kolomoisky","Cleveland State",31,-42.4,-0.13,0.32,95400.81
"511","Rashad Williams","Cleveland State",31,-3.3,-0.76,0.29,86568.07
"512","Stefan Kenic","Cleveland State",31,-3.2,-0.7,0.29,87428.53
"513","Seth Miliner","Cleveland State",31,-3.8,-1.08,0.28,82164.12
"514","David Payne","Cleveland State",31,-3.7,-0.01,0.33,97110.44
"515","Tyree Appleby","Cleveland State",31,3,3.57,0.49,147193.5
"516","Aleksa Popovic","Cleveland State",31,-10.9,-0.46,0.31,90793.6
"517","Jaalam Hill","Cleveland State",31,0.8,1.67,0.41,120654.63
"518","Deante Johnson","Cleveland State",31,-5.2,-1.21,0.27,80278.33
"519","Jordan Burns","Colgate",33,0.2,1.53,0.4,118602.46
"520","Sam Lindgren","Colgate",33,-9.2,-0.23,0.32,93941.45
"521","Rapolas Ivanauskas","Colgate",33,0.7,2.08,0.42,126353.58
"522","Malcolm Regisford","Colgate",33,0.7,1.09,0.38,112548.59
"523","Dana Batt","Colgate",33,0.9,1.41,0.39,116944.46
"524","Tucker Richardson","Colgate",33,1.3,2.72,0.45,135276.86
"525","Will Rayman","Colgate",33,0.6,2.15,0.43,127398.45
"526","Zach Light","Colgate",33,-4.5,-0.08,0.32,96085.28
"527","Francisco Amiel","Colgate",33,-1.3,0.38,0.34,102490.27
"528","Hugh Baxter","Colgate",33,-11.6,-0.1,0.32,95799.93
"529","Jack Ferguson","Colgate",33,0.3,1,0.37,111278.84
"530","Alexander Strating","Colorado",30,0.2,0.33,0.34,101872.05
"531","Shane Gatling","Colorado",30,3.8,3.8,0.51,150488.02
"532","Daylen Kountz","Colorado",30,-1.4,0.24,0.34,100593.18
"533","Lucas Siewert","Colorado",30,4.1,4.06,0.52,154097.12
"534","Evan Battey","Colorado",30,4.5,3.43,0.49,145236
"535","McKinley Wright IV","Colorado",30,6.4,6.42,0.63,187106.36
"536","D'Shawn Schwartz","Colorado",30,2.8,3.17,0.48,141640.91
"537","Benan Ersek","Colorado",30,-8.8,-0.05,0.32,96590.85
"538","Eli Parquet","Colorado",30,0.7,0.47,0.35,103778.7
"539","Deleon Brown","Colorado",30,-1.5,0.08,0.33,98334.14
"540","Tyler Bey","Colorado",30,4,3.9,0.51,151764.57
"541","Aidan McQuade","Colorado",30,-9.3,-0.04,0.32,96629.36
"542","A.J. Martinka","Colorado",30,-37.7,-0.18,0.32,94726.21
"543","Namon Wright","Colorado",30,4.4,1.26,0.39,114924.53
"544","Zo Tyson","Colorado State",31,-0.2,0.09,0.33,98424.85
"545","Robbie Berwick","Colorado State",31,-8.5,-0.51,0.3,90032.51
"546","Kendle Moore","Colorado State",31,0.6,1.85,0.41,123150.2
"547","Anthony Masinton-Bonner","Colorado State",31,0.6,1.38,0.39,116544.28
"548","Lorenzo Jenkins","Colorado State",31,-1.6,0.07,0.33,98187.72
"549","Logan Ryan","Colorado State",31,0.8,0.46,0.35,103707.33
"550","Sam Bannec","Colorado State",31,1.7,0.05,0.33,97894.12
"551","J.D. Paige","Colorado State",31,1.4,2.78,0.46,136118.13
"552","Kris Martin","Colorado State",31,-1.9,0.06,0.33,98093.99
"553","Adam Thistlewood","Colorado State",31,0.9,2.12,0.43,126960.18
"554","Juan Sabino II","Colorado State",31,-9.2,-0.03,0.33,96819.1
"555","Jack Schoemann","Colorado State",31,-14.8,-0.22,0.32,94190.29
"556","Nico Carvacho","Colorado State",31,2.7,3.74,0.5,149555.82
"557","Hyron Edwards","Colorado State",31,-2.6,-0.19,0.32,94576.48
"558","Quinton Adlesh","Columbia",28,-1.3,0.55,0.35,104918.13
"559","Luke Bolster","Columbia",28,-5.2,-0.07,0.32,96185.45
"560","Ben Milstein","Columbia",28,-8.2,-0.11,0.32,95752.88
"561","Peter Barba","Columbia",28,-2.1,-0.03,0.33,96786.8
"562","Ike Nweke","Columbia",28,-7.2,-1.7,0.25,73366.71
"563","Jake Killingsworth","Columbia",28,-1.2,0.5,0.35,104186.76
"564","Gabe Stefanini","Columbia",28,-1.1,0.72,0.36,107284.77
"565","C.J. Davis","Columbia",28,-7.3,-0.41,0.31,91460.93
"566","Mike Smith","Columbia",28,-0.2,0.41,0.35,102941.56
"567","Tai Bibbs","Columbia",28,-6.9,-1.81,0.24,71863.96
"568","Maka Ellis","Columbia",28,-3,-0.37,0.31,92062.28
"569","Randy Brumant","Columbia",28,-0.2,0.95,0.37,110592.82
"570","Rodney Hunter","Columbia",28,-3.9,-0.33,0.31,92664.87
"571","Patrick Tape","Columbia",28,5.4,4.06,0.52,154029.94
"572","Jordan Hardwick","Coppin State",32,-6.7,-0.05,0.32,96557.23
"573","Cedric Council Jr.","Coppin State",32,-4.6,-1.64,0.25,74329.68
"574","Nigel Marshall","Coppin State",32,-9.2,-1.99,0.23,69422.31
"575","Chad Andrews-Fulton","Coppin State",32,-3.2,-0.75,0.29,86697.65
"576","Lamar Morgan","Coppin State",32,-5.7,-2.81,0.19,57883.55
"577","Taqwain Drummond","Coppin State",32,-8.5,-2.76,0.2,58544.28
"578","Lucian Brownlee","Coppin State",32,-14.3,-1.73,0.25,73006.03
"579","Dejuan Clayton","Coppin State",32,-4.5,-2,0.23,69248.38
"580","Giir Ring","Coppin State",32,-11.5,-0.51,0.3,90054.92
"581","Kent Auslander","Coppin State",32,-6.7,-2.29,0.22,65142.86
"582","Justin Steers","Coppin State",32,-0.4,0.44,0.35,103334.12
"583","Ibn Williams","Coppin State",32,-10.7,-2.55,0.21,61536.18
"584","Brendan Medley-Bacon","Coppin State",32,-9.6,-1.84,0.24,71452.65
"585","Kobe Dickson","Cornell",30,-7.2,-0.17,0.32,94859.23
"586","Josh Warren","Cornell",30,-0.7,0.84,0.37,109027.23
"587","Bryan Knapp","Cornell",30,-6.6,-0.85,0.29,85363.34
"588","Max Samberg","Cornell",30,-3.5,-0.01,0.33,97103.1
"589","Terrance McBride","Cornell",30,-4.5,-1.37,0.26,78089.15
"590","Troy Whiteside","Cornell",30,-6.9,-1.24,0.27,79901.28
"591","Jake Kuhn","Cornell",30,-6.7,-1.43,0.26,77208.17
"592","Riley Voss","Cornell",30,-5.7,-0.57,0.3,89281.65
"593","Joel Davis","Cornell",30,-4.5,-0.82,0.29,85790.41
"594","Matt Harshany","Cornell",30,-6.9,0,0.33,97225.62
"595","Dean Noll","Cornell",30,-8.9,-0.47,0.3,90623.54
"596","Steven Julian","Cornell",30,1.5,2.49,0.44,132103.01
"597","Matt Morgan","Cornell",30,7.5,7.63,0.69,204086.48
"598","Jack Gordon","Cornell",30,-5.2,-1.07,0.28,82252.5
"599","Chaz Mack","Cornell",30,-18.5,-0.59,0.3,88946.77
"600","Jimmy Boeheim","Cornell",30,-3.7,-1.03,0.28,82744.91
"601","Thurston McCarty","Cornell",30,-16.1,-0.66,0.3,88012.11
"602","Davion Mintz","Creighton",31,2.4,3.16,0.48,141495.46
"603","Jacob Epperson","Creighton",31,1.2,0.21,0.34,100188.69
"604","Ty-Shon Alexander","Creighton",31,4.4,5.03,0.56,167616.52
"605","Damien Jefferson","Creighton",31,2.9,1.79,0.41,122346.19
"606","Samson Froling","Creighton",31,0.1,0.45,0.35,103580.86
"607","Christian Bishop","Creighton",31,8.1,1.41,0.39,116956.44
"608","Jordan Scurry","Creighton",31,-5.5,-0.09,0.32,95960.9
"609","Marcus Zegarowski","Creighton",31,5.2,4.54,0.54,160805.08
"610","Martin Krampelj","Creighton",31,6.5,5.44,0.58,173436.51
"611","Kaleb Joseph","Creighton",31,2.1,1.66,0.4,120467.18
"612","Connor Cashaw","Creighton",31,2.7,1.22,0.38,114315.2
"613","Mitchell Ballock","Creighton",31,7.3,7.7,0.69,204973.29
"614","Ian Carter","Dartmouth",30,-4,-0.18,0.32,94751.88
"615","Taurus Samuels","Dartmouth",30,-4.9,-1.2,0.27,80475.38
"616","Will Emery","Dartmouth",30,-6.2,-0.86,0.29,85120.64
"617","Wes Slajchert","Dartmouth",30,-4.3,-0.75,0.29,86758.91
"618","Brendan Barry","Dartmouth",30,1.8,3.38,0.49,144581.39
"619","Ben Swett","Dartmouth",30,-4.3,-0.04,0.32,96635.19
"620","Ian Sistare","Dartmouth",30,-0.5,0.82,0.37,108707.51
"621","Aaryn Rai","Dartmouth",30,-2.9,-0.43,0.31,91260.64
"622","Adrease Jackson","Dartmouth",30,-4.3,-0.82,0.29,85765.91
"623","James Foye","Dartmouth",30,0.7,1.98,0.42,124950.17
"624","Garrison Wade","Dartmouth",30,-4.5,-0.09,0.32,95912.91
"625","Isaac Letoa","Dartmouth",30,-0.8,0.04,0.33,97855.73
"626","Chris Knight","Dartmouth",30,-1.2,0.56,0.35,105113.58
"627","Guilien Smith","Dartmouth",30,-6.4,-0.94,0.28,84030.79
"628","Nathan Ekwu","Davidson",31,-4.8,-0.19,0.32,94632.94
"629","Jon Axel Gudmundsson","Davidson",31,7.5,8.71,0.74,219198.05
"630","Cal Freundlich","Davidson",31,-30.3,-0.21,0.32,94349.51
"631","Dusan Kovacevic","Davidson",31,-3.5,-0.3,0.31,92957.18
"632","Luka Brajkovic","Davidson",31,3.6,3.48,0.49,145917.48
"633","Patrick Casey","Davidson",31,-22.3,-0.05,0.32,96537.93
"634","Bates Jones","Davidson",31,-2.6,-0.08,0.32,96094.15
"635","Luke Frampton","Davidson",31,4,4.62,0.54,161862.03
"636","David Czerapowicz","Davidson",31,-4,-0.33,0.31,92573.25
"637","Malcolm Wynter","Davidson",31,-7.2,-0.15,0.32,95170.45
"638","KiShawn Pritchett","Davidson",31,3.8,4.15,0.52,155319.34
"639","Nelson Boachie-Yiadom","Davidson",31,0.7,0.03,0.33,97713.44
"640","Carter Collins","Davidson",31,1.8,2.14,0.43,127176.99
"641","Kellan Grady","Davidson",31,1.1,2.52,0.45,132546.42
"642","Jordan Davis","Dayton",31,2.2,3.37,0.49,144415.62
"643","Trey Landers","Dayton",31,3.2,3.48,0.49,146021.37
"644","Dwayne Cohill","Dayton",31,-1.7,0.12,0.33,98851.7
"645","Ryan Mikesell","Dayton",31,7.3,6.97,0.65,194786.62
"646","Christian Wilson","Dayton",31,-32.5,-0.07,0.32,96192.39
"647","Obi Toppin","Dayton",31,9,7.23,0.67,198459.97
"648","Josh Cunningham","Dayton",31,4.2,4.24,0.53,156525.35
"649","Camron Greer","Dayton",31,11,0.07,0.33,98253.21
"650","Jack Westerfield","Dayton",31,-5.9,-0.08,0.32,96124.64
"651","Frankie Policelli","Dayton",31,-2.4,-0.03,0.33,96792
"652","Jalen Crutcher","Dayton",31,2.7,4.27,0.53,157039.14
"653","Jabali Leonard","Dayton",31,-24.8,-0.04,0.33,96710.7
"654","Jhery Matos","Dayton",31,-1.5,0.05,0.33,97886.22
"655","Darian Bryant","Delaware",33,-3.1,-0.92,0.28,84296.84
"656","Jacob Cushing","Delaware",33,-4.3,-0.38,0.31,91931.27
"657","Matt Veretto","Delaware",33,-3,-0.5,0.3,90266.91
"658","Ithiel Horton","Delaware",33,-1.9,0.08,0.33,98365.96
"659","Ryan Allen","Delaware",33,-3.6,-0.96,0.28,83800.39
"660","Kevin Anderson","Delaware",33,-3.6,-1.23,0.27,79998.56
"661","Ryan Johnson","Delaware",33,-2.9,-0.37,0.31,92098.87
"662","Connor Rufo","Delaware",33,-4.2,-0.03,0.33,96852.23
"663","Eric Carter","Delaware",33,1.7,2.87,0.46,137455.71
"664","Davis Long","Delaware",33,-10.5,-0.27,0.31,93438.64
"665","Collin Goss","Delaware",33,-3.6,-0.38,0.31,91896.26
"666","D'Marco Baucum","Delaware State",30,-8.3,-2.12,0.23,67600.26
"667","Saleik Edwards","Delaware State",30,-9.5,-5.46,0.07,20825.59
"668","Fahim Jenneto","Delaware State",30,-9.4,-1.67,0.25,73825.45
"669","Justin Ryder","Delaware State",30,-10.2,-1.47,0.26,76653.92
"670","Ronald Lucas","Delaware State",30,-10.7,-2.78,0.2,58243.23
"671","Montrell Horsey","Delaware State",30,-15.2,-2.3,0.22,65034.34
"672","Jordan Bushrod","Delaware State",30,-17.4,-0.58,0.3,89139.3
"673","Kevin Larkin","Delaware State",30,-3.5,-1.05,0.28,82523.21
"674","Myles Carter","Delaware State",30,-11.9,-1.86,0.24,71233.86
"675","Ameer Bennett","Delaware State",30,-10.2,-5.74,0.06,16852.44
"676","Jonathan Mitchell","Delaware State",30,-8.1,-3.37,0.17,50034.38
"677","Johquin Wiley","Delaware State",30,-6.4,-3.78,0.15,44240.93
"678","Elvin Rodriguez","Denver",30,-6.5,-0.95,0.28,83888.44
"679","David Nzekwesi","Denver",30,-1.4,0.17,0.33,99592.01
"680","Alperen Kurnaz","Denver",30,-6.4,-1.08,0.28,82079.81
"681","Abiola Akintola","Denver",30,-3.5,-0.72,0.29,87126.47
"682","Donoven Carlisle","Denver",30,-2.2,-0.1,0.32,95776.39
"683","Tory Stewart-Miller","Denver",30,-2.2,-0.05,0.32,96595.52
"684","Jase Townsend","Denver",30,-6.4,-1.81,0.24,71914.14
"685","Joe Rosga","Denver",30,-2.3,-0.21,0.32,94334.15
"686","Joseph Lanzi","Denver",30,-8.2,-1.25,0.27,79718.08
"687","Jake Krafka","Denver",30,-5.9,-0.29,0.31,93220.97
"688","Drew Joiner","Denver",30,-4,-0.03,0.33,96805.55
"689","Ade Murkey","Denver",30,-1.4,0.37,0.34,102343.46
"690","Taelyr Gatlin","Denver",30,-7.3,-2.06,0.23,68406.56
"691","Ronnie Harrell","Denver",30,-3.6,-1.07,0.28,82177.82
"692","Mick Sullivan","DePaul",29,-0.5,0.02,0.33,97497.22
"693","Jalen Coleman-Lands","DePaul",29,-0.6,0.32,0.34,101754.64
"694","Femi Olujobi","DePaul",29,4.1,3.85,0.51,151124.81
"695","Paul Reed","DePaul",29,5.4,4.77,0.55,164040.72
"696","Lyrik Shreiner","DePaul",29,-3.7,-0.51,0.3,90146.01
"697","Pantelis Xidias","DePaul",29,-2.7,0,0.33,97208.72
"698","Flynn Cameron","DePaul",29,-0.2,0.29,0.34,101245.25
"699","John Diener","DePaul",29,-2.7,0,0.33,97225.62
"700","Jason Malonga","DePaul",29,-21.8,-0.12,0.32,95552.59
"701","George Maslennikov","DePaul",29,-9.6,-0.12,0.32,95574.32
"702","Eli Cain","DePaul",29,2.1,3.49,0.49,146122.61
"703","Devin Gage","DePaul",29,-0.5,1.11,0.38,112797.14
"704","Darious Hall","DePaul",29,-2.7,0,0.33,97225.62
"705","Jaylen Butz","DePaul",29,3.2,2.85,0.46,137146.65
"706","Max Strus","DePaul",29,5.1,6.3,0.62,185414.74
"707","Nick McGlynn","Drake",33,3.9,4.14,0.52,155180.28
"708","Nick Norton","Drake",33,5.9,2.68,0.45,134768.75
"709","Antonio Pilipovic","Drake",33,-5.7,-0.33,0.31,92594.26
"710","D.J. Wilkins","Drake",33,-0.7,1,0.37,111236.41
"711","Noah Thomas","Drake",33,-3.5,-0.81,0.29,85832.85
"712","Garrett Sturtz","Drake",33,1.1,1.27,0.39,115048.85
"713","Anthony Murphy","Drake",33,0.9,1.5,0.4,118298.02
"714","Brady Ellingson","Drake",33,2.8,3.88,0.51,151554.53
"715","Liam Robbins","Drake",33,2.2,1.04,0.38,111838.93
"716","Tremell Murphy","Drake",33,1.1,1.96,0.42,124618.15
"717","Samm Jones","Drake",33,3.2,0.08,0.33,98328.83
"718","Connor Gholson","Drake",33,-3.8,0,0.33,97206.53
"719","Tim Perry Jr.","Drexel",32,-3.1,-0.26,0.31,93519.39
"720","Camren Wynter","Drexel",32,-1.4,0.51,0.35,104393.05
"721","Jarvis Doles","Drexel",32,-2.6,-0.14,0.32,95249.99
"722","Kurk Lee","Drexel",32,-2.1,-0.01,0.33,97071.38
"723","Trevor John","Drexel",32,1,2.44,0.44,131389.04
"724","Matey Juric","Drexel",32,-4.3,-0.51,0.3,90130.4
"725","Jesse Reid III","Drexel",32,4.2,0.03,0.33,97632.56
"726","Troy Harper","Drexel",32,-6.3,-2.84,0.19,57524.74
"727","James Butler","Drexel",32,-1.4,0.4,0.35,102844.04
"728","Alihan Demir","Drexel",32,-0.1,1.44,0.39,117365.96
"729","Kevin Doi","Drexel",32,-1.8,0,0.33,97291.26
"730","Tadas Kararinas","Drexel",32,-3,-0.05,0.32,96514.57
"731","Zach Walton","Drexel",32,0,0.24,0.34,100594.93
"732","Sam Green","Drexel",32,-0.9,0.03,0.33,97586.62
"733","Julian Adams","Drexel",32,-13.2,-0.08,0.32,96122.94
"734","Coletrane Washington","Drexel",32,-7.2,-1.1,0.27,81753.09
"735","Tre Jones","Duke",31,7.8,7.6,0.68,203573.06
"736","Brennan Besser","Duke",31,-4.7,-0.03,0.33,96859.76
"737","Joey Baker","Duke",31,-12.8,-0.1,0.32,95884.11
"738","Mike Buckmire","Duke",31,-2.4,0,0.33,97166.9
"739","Zion Williamson","Duke",31,21.3,13.75,0.97,289820.44
